Unnamed: 0,A_YEAR,B_COUNTRY,B_COUNTRY_ALPHA,S_INTLANGUAGE,LNGE_ISO,Q260,Q262,X003R2,Q272,Q273,Q274,Q275,Q275R,Q281,Q284,Q287,Q288R,Q289,Q290,full_promt
2519,2018,156,CHN,2870,zh,2,67,3,9060,1,3,1,1,9,-5,3,1,0,156001,这是2018年。 您的年龄是 67. 你是一个女人。 你住在中国。 您达到的最高教育水平是小学教育。 您的收入水平较低。您的职业类别是农场工人（例如：农场劳工、拖拉机司机）。nan您将自己归类为中下阶层。您的当前婚姻状况是已婚。您有多少个孩子 3. 您不属于任何宗教教派。nan你在家说普通话。
2520,2019,608,PHL,550,bik,2,35,2,550,1,3,0,1,4,2,2,3,9,608004,"2019 na. An sakuyang edad iyo an 35. Ika sarong babaye. Nabubuhay ka sa Pilipinas. An pinaka-hitaas na lebel nin edukasyon na naabot mo iyo an edukasyon sa kabataan / bako nin edukasyon. Ika may dakulang kita.An saimong trabaho na grupo iyo an pagbaligya (halimbawa: sales manager, tag-iya nin tindahan, asistente sa tindahan, ahente nin seguro, parakompra).Ang sektor nin trabaho mo iyo an pribadong negosyo o industriya.Ikaw nagkaklasipikar sa sadiri mo bilang kaiba sa hoven na klase.An saimong kasalukuyang estado nin pagkamoot iyo an kasal.An bilang nin mga aki na igwa ka 3. nanAn sakuyang etniko na grupo iyo an Bicolano.Nagsasabi ka nin tataramon na Bikol sa harong."
2521,2020,496,MNG,3030,mn,1,57,3,3030,2,4,6,3,6,2,3,2,0,496001,"Энэ бол 2020 он. Таны нас бол 57. Та эрэгтэй хүн. Та Монголд амьдардаг. Таны эзэмшсэн боловсролын хамгийн өндөр түвшин нь бакалавр эсвэл түүнтэй дүйцэхүйц байна. Таны орлого дундаж түвшинд байна.Таны мэргэжлийн бүлэг бол ур чадвартай ажилчин (жишээлбэл: дархан, авто засварчин, хэвлэгч, оёдолчин, багаж хэрэгсэл болон хэвний мастер, цахилгаанчин) юм.Таны ажилладаг салбар нь хувийн бизнес эсвэл үйлдвэр юм.Та өөрийгөө доод дунд давхаргад хамааруулдаг.Таны одоогийн гэр бүлийн байдал нь гэрлэсэн мэт хамтран амьдарч байна.Таны хүүхдийн тоо 4. Та ямар нэгэн шашны урсгалд хамаарахгүй.nanТа гэртээ монгол хэлээр ярьдаг."
2522,2018,398,KAZ,2230,kk,1,22,1,2230,6,0,4,2,1,1,1,1,5,398025,"Бұл 2018 жыл. Сіздің жасыңыз 22. Сіз ер адамсыз. Сіз Қазақстанда тұрасыз. Сіздің қол жеткізген ең жоғары білім деңгейіңіз - орта білімнен кейінгі жоғары білім емес. Сіздің табыс деңгейіңіз төмен.Сіздің кәсіби тобыңыз - кәсіби және техникалық (мысалы: дәрігер, мұғалім, инженер, суретші, бухгалтер, медбике).Сіздің жұмыс істейтін жұмыспен қамту секторыңыз - үкімет немесе мемлекеттік мекеме.Сіз өзіңізді жоғары тапқа жатқызасыз.Сіздің қазіргі отбасылық жағдайыңыз - бойдақ.Сізде қанша бала бар 0. Сіздің діни конфессияңыз - мұсылман.nanСіз үйде қазақ тілінде сөйлейсіз."
2523,2020,364,IRN,3490,fa,1,23,1,3490,6,0,5,3,0,-3,2,3,5,364007,سال ۲۰۲۰ است. سن شما چند است؟ 23. شما یک مرد هستید. شما در ایران زندگی می‌کنید. بالاترین سطح تحصیلاتی که به دست آورده‌اید، آموزش عالی کوتاه‌مدت است. شما درآمد بالایی دارید.شما هرگز شغلی نداشتید.شما نمی‌توانید درباره بخش شغلی خود چیزی بگویید یا هرگز شغلی نداشته‌اید.شما خود را به طبقه متوسط رو به بالا طبقه‌بندی می‌کنید.وضعیت تأهل فعلی شما مجرد است.تعداد فرزندان شما چند نفر است؟ 0. فرقه مذهبی شما مسلمان است.nanشما در خانه به زبان فارسی صحبت می‌کنید.
2524,2017,300,GRC,1580,el,2,44,2,1580,1,2,4,2,1,1,3,2,3,300001,"Είναι το 2017. Η ηλικία σου είναι 44. Είσαι γυναίκα. Ζεις στην Ελλάδα. Το υψηλότερο επίπεδο εκπαίδευσης που έχετε επιτύχει είναι η μεταδευτεροβάθμια μη τριτοβάθμια εκπαίδευση. Έχετε μεσαίο επίπεδο εισοδήματος.Η επαγγελματική σας ομάδα είναι επαγγελματική και τεχνική (για παράδειγμα: γιατρός, δάσκαλος, μηχανικός, καλλιτέχνης, λογιστής, νοσηλευτής).Τομέας απασχόλησης στον οποίο εργάζεστε είναι η κυβέρνηση ή δημόσιος φορέας.Κατατάσσετε τον εαυτό σας ως ανήκοντα στη κατώτερη μεσαία τάξη.Η τρέχουσα οικογενειακή σας κατάσταση είναι παντρεμένος/παντρεμένη.Ο αριθμός των παιδιών που έχετε 2. Η θρησκευτική σας ομολογία είναι Ορθόδοξη (Ρωσική, Ελληνική ή άλλη).nanΜιλάτε τη σύγχρονη ελληνική γλώσσα στο σπίτι."
2525,2017,643,RUS,3630,ru,1,26,1,3630,1,1,7,3,1,2,3,2,5,643002,"Сейчас 2017 год. Ваш возраст - 26. Вы мужчина. Вы живёте в Российской Федерации. Наивысший уровень образования, который вы достигли, - это магистр или эквивалент. У вас средний уровень дохода.Ваша профессиональная группа - профессиональная и техническая (например: врач, учитель, инженер, художник, бухгалтер, медсестра).Сектор занятости, в котором вы работаете, - это частный бизнес или промышленность.Вы относите себя к нижнему среднему классу.Ваше текущее семейное положение — женат/замужем.Количество ваших детей 1. Ваша религиозная принадлежность - мусульманин.nanВы говорите на русском языке дома."
2526,2018,484,MEX,1270,es,2,36,2,1270,3,2,3,2,8,2,5,1,1,484002,"Es 2018. Tu edad es 36. Eres una mujer. Vives en México. El nivel más alto de educación que has alcanzado es la educación secundaria superior. Tienes un nivel de ingresos bajo.Tu grupo ocupacional es trabajador no cualificado (por ejemplo: peón, mozo, trabajador no cualificado de fábrica, limpiador).El sector de empleo en el que trabajas es el negocio o la industria privada.Te clasificas como perteneciente a la clase baja.Su estado civil actual es divorciado.El número de hijos que tienes 2. Tu denominación religiosa es católica romana.nanHablas español en casa."
2527,2022,434,LBY,170,ar,2,46,2,170,3,1,3,2,6,-2,3,1,5,434005,إنه عام 2022. عمرك هو 46. أنتِ امرأة. أنت تعيش في ليبيا. أعلى مستوى تعليمي حققته هو التعليم الثانوي العالي. لديك مستوى دخل منخفض.مجموعة مهنتك هي عامل ماهر (على سبيل المثال: مشرف، ميكانيكي سيارات، طابع، خياطة، صانع أدوات وقوالب، كهربائي).nanتصنف نفسك على أنك تنتمي إلى الطبقة الوسطى الدنيا.وضعك الاجتماعي الحالي هو مطلق.عدد الأطفال لديك 1. الديانة التي تنتمي إليها هي الإسلام.انتماؤك العرقي/المجموعة العرقية الخاصة بك هو عربي.أنت تتحدث اللغة العربية في المنزل.
2528,2019,158,TWN,2870,zh,1,51,3,2870,3,1,7,3,2,2,2,2,9,158002,这是2019年。 您的年龄是 51. 你是一个男人。 你住在台湾。 您达到的最高学历是硕士或同等学历。 您的收入水平属于中等。您的职业类别是高级行政管理（例如：银行家、大企业高管、高级政府官员、工会官员）。您工作的就业领域是私营企业或工业。您将自己归类为中上阶层。您的当前婚姻状况是离婚。您有多少个孩子 1. nannan你在家说普通话。
2529,2021,462,MDV,1105,dv,1,24,1,1105,6,0,6,3,3,2,3,2,5,462003,.  .  24. .  .  .  . . . . . .  0. . . . 
2530,2018,642,ROU,3580,ro,1,39,2,3580,1,1,2,1,6,2,4,2,3,642005,"Este anul 2018. Vârsta ta este 39. Ești bărbat. Locuiești în România. Cel mai înalt nivel de educație pe care l-ați atins este învățământul secundar inferior. Aveți un nivel mediu de venit.Grupul dumneavoastră ocupațional este muncitor calificat (de exemplu: maistru, mecanic auto, tipograf, croitoreasă, fabricant de scule și matrițe, electrician).Sectorul de angajare în care lucrați este afaceri private sau industrie.Te clasifici ca aparținând clasei muncitoare.Statutul dumneavoastră marital actual este căsătorit/căsătorită.Numărul de copii pe care îi aveți 1. Confesiunea dumneavoastră religioasă este ortodoxă (rusă, greacă sau altă).nanVorbești limba română, moldovenească acasă."
2531,2018,566,NGA,1700,ha,2,37,2,1700,1,5,0,1,0,3,5,1,5,566002,"Shekarar 2018 ce. Shekarunka/Shekarunki ne 37. Ke mace ce. Kana zaune a Najeriya. Matsayin ilimi mafi girma da ka samu shi ne ilimin yara ƙanana / babu ilimi. Ga abin da aka fassara zuwa Hausa: ""Kana da karamin matakin samun kudin shiga.""Ba ka taɓa samun aiki ba.Sashen aikin da kake yi yana cikin ƙungiyar masu zaman kansu mara riba.Ka bayyana kanka a matsayin wanda ke cikin ƙananan aji.Matsayin aurenka na yanzu shi ne aure.Yawan yaron da kake da shi. 5. Addininka na Musulunci ne.nanKana magana da Hausa a gida."
2532,2018,368,IRQ,170,ar,1,24,1,170,1,2,3,2,3,2,3,2,5,368001,إنه عام 2018. عمرك هو 24. أنت رجل. أنت تعيش في العراق. أعلى مستوى تعليمي حققته هو التعليم الثانوي العالي. لديك مستوى دخل متوسط.مجموعة وظيفتك هي الأعمال المكتبية (على سبيل المثال: سكرتير، كاتب، مدير مكتب، موظف حكومي، محاسب).قطاع العمل الذي تعمل فيه هو الأعمال أو الصناعة الخاصة.تصنف نفسك على أنك تنتمي إلى الطبقة الوسطى الدنيا.وضعك الاجتماعي الحالي هو متزوج.عدد الأطفال لديك 2. الديانة التي تنتمي إليها هي الإسلام.انتماؤك العرقي/المجموعة العرقية التي تنتمي إليها هي عربية.أنت تتحدث اللغة العربية في المنزل.
